School_ID,Short_Name,Long_Name,Primary_Category,Program_Type,Program_Group,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Program_Grades_Served,Application_Requirements,Program_Selections,How_To_Apply,Deadline,School_Latitude,School_Longitude,Location
609725,MORGAN PARK HS,Morgan Park High School,HS,MORGAN PARK HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,1744 W PRYOR AVE,Chicago,Illinois,60643,7735352550,7735352706,https://www.cps.edu/schools/schoolprofiles/609725,https://morganparkcps.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.692035,-87.665658,POINT (-87.665658 41.692035)
609899,EBINGER,Christian Ebinger Elementary School,ES,EBINGER-Magnet Cluster-Fine & Performing Arts,Fine & Performing Arts,7350 W PRATT AVE,Chicago,Illinois,60631,7735341070,7735341088,https://www.cps.edu/schools/schoolprofiles/609899,https://ebingerschool.org,"K,1,2,3,4,5",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,42.004408,-87.81117,POINT (-87.81117 42.004408)
610251,CATHER,Willa Cather Elementary School,ES,CATHER-Open Enrollment-General Education,General Education,2908 W WASHINGTON BLVD,Chicago,Illinois,60612,7735346780,7735346727,https://www.cps.edu/schools/schoolprofiles/610251,https://cather.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.88295,-87.699187,POINT (-87.699187 41.88295)
610340,CHICAGO ACADEMY HS,Chicago Academy High School,HS,CHICAGO ACADEMY HS-Citywide-Honors,Honors,3400 N AUSTIN AVE,Chicago,Illinois,60634,7735340146,7735340192,https://www.cps.edu/schools/schoolprofiles/610340,https://chicagoacademyhs.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>3</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Continuing Enrollment,Sibling Preference,Proximity,Elementary Preference,General</li></ul>",None,,41.943054,-87.776847,POINT (-87.776847 41.943054)
400030,CICS - WEST BELDEN,CICS - West Belden,ES,CICS - WEST BELDEN--,,2245 N MCVICKER AVE,Chicago,Illinois,60639,7736379430,7736379791,https://www.cps.edu/schools/schoolprofiles/400030,https://www.cicswestbelden.org,,,<ul><li><strong>Selection Type: </strong></li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong></li></ul>,,,41.921687,-87.776749,POINT (-87.776749 41.921687)
609720,LANE TECH HS,Albert G Lane Technical High School,HS,LANE TECH HS-Selective Enrollment-Academic Center,Academic Center,2501 W ADDISON ST,Chicago,Illinois,60618,7735345400,7735345544,https://www.cps.edu/schools/schoolprofiles/609720,https://lanetech.org,"7,8",Admissions Exam,"<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>2.5</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General,Tier</li><li><strong>Note: </strong>The distribution of available seats into the 4 socio-economic tiers will only be applicable at the entry-level grade (7th grade).</li></ul>",Admissions Exam,,41.946645,-87.691013,POINT (-87.691013 41.946645)
400121,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,ES,ACERO - DE LA CRUZ-Charter-Fine & Performing Arts,Fine & Performing Arts,7416 N RIDGE AVE,Chicago,Illinois,60645,3124555440,3124555441,https://www.cps.edu/schools/schoolprofiles/400121,http://jc.aceroschools.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Continuing Enrollment,Elementary Preference,General</li><li><strong>Note: </strong>Elementary preference:  ACERO - BRIGHTON PARK, ACERO - CISNEROS, ACERO - CLEMENTE,  ACERO - DE LA CRUZ, ACERO - DE LAS CASAS,  ACERO - FUENTES, ACERO - IDAR, ACERO - MARQUEZ, ACERO - PAZ, ACERO - SANTIAGO, ACERO - TAMAYO,  ACERO - TORRES, ACERO - ZIZUMBO""</li></ul>",None,,42.016476,-87.684406,POINT (-87.684406 42.016476)
609708,FOREMAN HS,Edwin G. Foreman College and Career Academy,HS,FOREMAN HS-Neighborhood-General Education,General Education,3235 N LECLAIRE AVE,Chicago,Illinois,60641,7735343400,7735343684,https://www.cps.edu/schools/schoolprofiles/609708,http://www.foremancca.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.939797,-87.754167,POINT (-87.754167 41.939797)
610082,MOUNT GREENWOOD,Mount Greenwood Elementary School,ES,MOUNT GREENWOOD-Open Enrollment-General Education,General Education,10841 S HOMAN AVE,Chicago,Illinois,60655,7735352786,7735352743,https://www.cps.edu/schools/schoolprofiles/610082,https://mtgreenwood.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.695734,-87.70581,POINT (-87.70581 41.695734)
609921,TELPOCHCALLI,Telpochcalli Elementary School,ES,TELPOCHCALLI-Magnet Cluster-World Language,World Language,2832 W 24TH BLVD,Chicago,Illinois,60623,7735341402,7735341404,https://www.cps.edu/schools/schoolprofiles/609921,http://www.telpochcalli.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.847947,-87.696006,POINT (-87.696006 41.847947)
610246,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,BEASLEY-Selective Enrollment-Regional Gifted,Regional Gifted,5255 S STATE ST,Chicago,Illinois,60609,7735351230,7735351248,https://www.cps.edu/schools/schoolprofiles/610246,https://beasleyac.org/,"5,6,7,8",Admissions Exam,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>3.0</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Admissions Exam,,41.798465,-87.625692,POINT (-87.625692 41.798465)
609937,GARVY,John W Garvy Elementary School,ES,GARVY-Open Enrollment-General Education,General Education,5225 N OAK PARK AVE,Chicago,Illinois,60656,7735341185,7735341124,https://www.cps.edu/schools/schoolprofiles/609937,https://garvyschool.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.976352,-87.796235,POINT (-87.796235 41.976352)
609852,CHAPPELL,Eliza Chappell Elementary School,ES,CHAPPELL-Magnet Cluster-World Language,World Language,2135 W FOSTER AVE,Chicago,Illinois,60625,7735342390,7735342638,https://www.cps.edu/schools/schoolprofiles/609852,https://chappellelementaryschool.org,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.  World Language offered = Spanish</li></ul>",None,,41.975894,-87.683264,POINT (-87.683264 41.975894)
609729,SCHURZ HS,Carl Schurz High School,HS,SCHURZ HS-Career & Technical Education (CTE)-Manufacturing & Engineering,Manufacturing & Engineering,3601 N MILWAUKEE AVE,Chicago,Illinois,60641,7735343420,7735343573,https://www.cps.edu/schools/schoolprofiles/609729,https://schurzhs.org,9,None,<ul><li><strong>Selection Type: </strong>Descending Point Score based on Academic Criteria</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,None,,41.946365,-87.735612,POINT (-87.735612 41.946365)
609764,JUAREZ HS,Benito Juarez Community Academy High School,HS,JUAREZ HS-Career & Technical Education (CTE)-Education & Training,Education & Training,1450 W CERMAK RD,Chicago,Illinois,60608,7735347030,7735347058,https://www.cps.edu/schools/schoolprofiles/609764,https://benitojuarez.net,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.852667,-87.663732,POINT (-87.663732 41.852667)
610173,SHERWOOD,Jesse Sherwood Elementary School,ES,SHERWOOD-Open Enrollment-General Education,General Education,245 W 57TH ST,Chicago,Illinois,60621,7735350829,7735350872,https://www.cps.edu/schools/schoolprofiles/610173,https://sherwood.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.7908,-87.632279,POINT (-87.632279 41.7908)
610202,TILTON,George W Tilton Elementary School,ES,TILTON-Magnet Cluster-STEM,STEM,223 N KEELER AVE,Chicago,Illinois,60624,7735346746,7738261915,https://www.cps.edu/schools/schoolprofiles/610202,https://tiltonstem.com,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.884102,-87.730566,POINT (-87.730566 41.884102)
609698,BOGAN HS,William J Bogan High School,HS,BOGAN HS-Special Education-Significantly Modified Curriculum w/ Moderate Supports,Significantly Modified Curriculum w/ Moderate Supports,3939 W 79TH ST,Chicago,Illinois,60652,7735352180,7735352165,https://www.cps.edu/schools/schoolprofiles/609698,https://boganhs.org,9,Cluster and Review,<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>General</li></ul>,Cluster and Review,,41.749376,-87.721097,POINT (-87.721097 41.749376)
609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,CLEMENTE HS-Career & Technical Education (CTE)-Media & Communication Arts,Media & Communication Arts,1147 N WESTERN AVE,Chicago,Illinois,60622,7735344000,7735344012,https://www.cps.edu/schools/schoolprofiles/609759,https://www.rccachicago.org,9,None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Attendance Area,General</li><li><strong>Note: </strong>Preference given to students scoring above the 24% in ELA and Math</li></ul>",None,,41.902626,-87.686906,POINT (-87.686906 41.902626)
609951,ARIEL,Ariel Elementary Community Academy,ES,ARIEL-Open Enrollment-General Education,General Education,1119 E 46TH ST,Chicago,Illinois,60653,7735351996,7735351931,https://www.cps.edu/schools/schoolprofiles/609951,https://arielcommunityacademy.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.811173,-87.597503,POINT (-87.597503 41.811173)
609904,ELLINGTON,Edward K Ellington Elementary School,ES,ELLINGTON-Magnet Cluster-IB Middle Years Programme,IB Middle Years Programme,243 N PARKSIDE AVE,Chicago,Illinois,60644,7735346361,7735346374,https://www.cps.edu/schools/schoolprofiles/609904,https://www.ellington.cps.edu/,"6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,General</li></ul>",None,,41.88553,-87.766589,POINT (-87.766589 41.88553)
610367,DEPRIEST,Oscar DePriest Elementary School,ES,DEPRIEST-Open Enrollment-General Education,General Education,139 S PARKSIDE AVE,Chicago,Illinois,60644,7735346800,7735346799,https://www.cps.edu/schools/schoolprofiles/610367,https://depriestschool.org,"K,1,2,3,4,5",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.877979,-87.766298,POINT (-87.766298 41.877979)
609925,KELLMAN,Joseph Kellman Corporate Community ES,ES,KELLMAN-Magnet Cluster-Technology,Technology,3030 W ARTHINGTON ST,Chicago,Illinois,60612,7735346602,7735346601,https://www.cps.edu/schools/schoolprofiles/609925,http://www.kellman.cps.edu/,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.870168,-87.702163,POINT (-87.702163 41.870168)
609820,BURLEY,Augustus H Burley Elementary School,ES,BURLEY-Magnet Cluster-Technology,Technology,1630 W BARRY AVE,Chicago,Illinois,60657,7735345475,7735345786,https://www.cps.edu/schools/schoolprofiles/609820,http://burley.cps.edu,"K,1,2,3,4,5,6,7,8",None,"<ul><li><strong>Selection Type: </strong>Random Computerized Lottery</li>                                                            <li><strong>GPA: </strong>N/A</li><li><strong>HS Admissions Exam Minimum for ELA/Math: </strong></li>                                                            <ul><li>General Education and 504 Plan Students:  / </li><li>IEP and EL Students:  / </li></ul>                                                            <li><strong>Priority: </strong>Sibling Preference,Staff Preference,General</li><li><strong>Note: </strong>Staff Preference applies at the entry level grade only. A maximum of 2 seats can be filled through Staff Preference.</li></ul>",None,,41.937937,-87.669853,POINT (-87.669853 41.937937)
